
SetupTitle, Endurance Measure 2V 1kHz After 160 000 Cycles(1)(1)
DataValue, 0.0014750000000000002, 5.51786059E-07, -1.8915549516677861, 0.0014750000000000002, 0.0014750000000000002
DataValue, 0.001485, 5.83535723E-07, -1.9314243793487551, 0.001485, 0.001485
DataValue, 0.001495, 5.11247322E-07, -1.9712847471237183, 0.001495, 0.001495
DataValue, 0.001505, -1.58041715E-07, -1.971342921257019, 0.001505, 0.001505
DataValue, 0.001515, -2.4149693400000003E-07, -1.9315642118453982, 0.001515, 0.001515
DataValue, 0.001525, -2.69042829E-07, -1.8915528059005742, 0.001525, 0.001525
DataValue, 0.0015350000000000001, -3.0274327400000004E-07, -1.8519495725631712, 0.0015350000000000001, 0.0015350000000000001
DataValue, 0.0015450000000000002, -3.5562689500000003E-07, -1.8115210533142092, 0.0015450000000000002, 0.0015450000000000002
DataValue, 0.0015550000000000002, -3.32657152E-07, -1.7712662220001221, 0.0015550000000000002, 0.0015550000000000002
DataValue, 0.0015650000000000002, -3.4986919700000005E-07, -1.7315734624862671, 0.0015650000000000002, 0.0015650000000000002
DataValue, 0.001575, -3.4542767900000004E-07, -1.6918420791625981, 0.001575, 0.001575
DataValue, 0.001585, -4.0771954E-07, -1.6521497964859011, 0.001585, 0.001585
DataValue, 0.001595, -3.6338164500000005E-07, -1.6114953756332402, 0.001595, 0.001595
DataValue, 0.001605, -3.5530783300000005E-07, -1.5717421770095832, 0.001605, 0.001605
DataValue, 0.0016150000000000001, -3.5753768700000004E-07, -1.5321724414825442, 0.0016150000000000001, 0.0016150000000000001
DataValue, 0.0016250000000000001, -4.2174173100000005E-07, -1.492283940315247, 0.0016250000000000001, 0.0016250000000000001
DataValue, 0.0016350000000000002, -3.7237683200000005E-07, -1.452170252799988, 0.0016350000000000002, 0.0016350000000000002
DataValue, 0.0016450000000000002, -3.6741994300000005E-07, -1.4112764596939091, 0.0016450000000000002, 0.0016450000000000002
DataValue, 0.001655, -4.6383925700000006E-07, -1.3709845542907722, 0.001655, 0.001655
DataValue, 0.001665, -3.54739853E-07, -1.3315204381942751, 0.001665, 0.001665
DataValue, 0.001675, -3.8341679000000003E-07, -1.2921373844146731, 0.001675, 0.001675
DataValue, 0.001685, -3.80972352E-07, -1.251866340637207, 0.001685, 0.001685
DataValue, 0.0016950000000000001, -4.54179315E-07, -1.2114100456237791, 0.0016950000000000001, 0.0016950000000000001
DataValue, 0.0017050000000000001, -4.0458789400000004E-07, -1.1713970899581911, 0.0017050000000000001, 0.0017050000000000001
DataValue, 0.0017150000000000002, -3.8241475400000003E-07, -1.131510376930237, 0.0017150000000000002, 0.0017150000000000002
DataValue, 0.0017250000000000002, -4.21759978E-07, -1.091739177703857, 0.0017250000000000002, 0.0017250000000000002
DataValue, 0.0017350000000000002, -4.1437616000000003E-07, -1.05203902721405, 0.0017350000000000002, 0.0017350000000000002
DataValue, 0.001745, -4.42798552E-07, -1.011635541915894, 0.001745, 0.001745
DataValue, 0.001755, -4.0460614100000005E-07, -0.97125315666198708, 0.001755, 0.001755
DataValue, 0.001765, -4.2033369100000005E-07, -0.93170452117919911, 0.001765, 0.001765
DataValue, 0.001775, -3.9876638900000005E-07, -0.891711413860321, 0.001775, 0.001775
DataValue, 0.0017850000000000001, -4.61132572E-07, -0.851783752441406, 0.0017850000000000001, 0.0017850000000000001
DataValue, 0.0017950000000000002, -4.2702680500000004E-07, -0.81147956848144509, 0.0017950000000000002, 0.0017950000000000002
DataValue, 0.0018050000000000002, -4.35040306E-07, -0.771164119243622, 0.0018050000000000002, 0.0018050000000000002
DataValue, 0.0018150000000000002, -4.4280628200000004E-07, -0.73133760690689109, 0.0018150000000000002, 0.0018150000000000002
DataValue, 0.001825, -4.9274621000000008E-07, -0.691486358642578, 0.001825, 0.001825
DataValue, 0.001835, -4.0569793200000006E-07, -0.6515052318573, 0.001835, 0.001835
DataValue, 0.001845, -4.4265902900000005E-07, -0.61132925748825107, 0.001845, 0.001845
DataValue, 0.001855, -4.5900156900000005E-07, -0.57087361812591508, 0.001855, 0.001855
DataValue, 0.0018650000000000001, -4.55686205E-07, -0.531179845333099, 0.0018650000000000001, 0.0018650000000000001
DataValue, 0.0018750000000000002, -5.5170301000000006E-07, -0.49143961071968106, 0.0018750000000000002, 0.0018750000000000002
DataValue, 0.0018850000000000002, -4.5646666500000004E-07, -0.451139658689499, 0.0018850000000000002, 0.0018850000000000002
DataValue, 0.0018950000000000002, -5.04254558E-07, -0.411199003458023, 0.0018950000000000002, 0.0018950000000000002
DataValue, 0.0019050000000000002, -5.06367314E-07, -0.371262907981873, 0.0019050000000000002, 0.0019050000000000002
DataValue, 0.001915, -5.4323658100000008E-07, -0.331017196178436, 0.001915, 0.001915
DataValue, 0.001925, -5.08480753E-07, -0.291337192058563, 0.001925, 0.001925
DataValue, 0.001935, -4.7507063500000006E-07, -0.25148355960845903, 0.001935, 0.001935
DataValue, 0.0019450000000000001, -5.53298321E-07, -0.211511537432671, 0.0019450000000000001, 0.0019450000000000001
DataValue, 0.001955, -5.32601234E-07, -0.17139650881290403, 0.001955, 0.001955
DataValue, 0.001965, -5.17593776E-07, -0.131439998745918, 0.001965, 0.001965
DataValue, 0.001975, -4.9689947400000006E-07, -0.091610290110111, 0.001975, 0.001975
DataValue, 0.0019850000000000002, -5.2879852300000007E-07, -0.051503013819456, 0.0019850000000000002, 0.0019850000000000002
DataValue, 0.0019950000000000002, -5.1811196E-07, -0.011763134039938, 0.0019950000000000002, 0.0019950000000000002
DataValue, 0.0020050000000000003, -5.4373583700000006E-07, 0.028240934014320002, 0.0020050000000000003, 0.0020050000000000003
DataValue, 0.0020150000000000003, -5.5064839400000007E-07, 0.06845635920763, 0.0020150000000000003, 0.0020150000000000003
DataValue, 0.0020250000000000003, -5.3182498E-07, 0.10849353671073901, 0.0020250000000000003, 0.0020250000000000003
DataValue, 0.002035, -5.24789641E-07, 0.14831618964672103, 0.002035, 0.002035
DataValue, 0.002045, -5.36139567E-07, 0.188227966427803, 0.002045, 0.002045
DataValue, 0.002055, -5.3561711900000006E-07, 0.228883013129234, 0.002055, 0.002055
DataValue, 0.002065, -4.8668346200000008E-07, 0.268636614084244, 0.002065, 0.002065
DataValue, 0.002075, -5.1201840300000008E-07, 0.30828455090522805, 0.002075, 0.002075
DataValue, 0.002085, -5.5913523100000008E-07, 0.34830132126808205, 0.002085, 0.002085
DataValue, 0.002095, -5.5069398300000007E-07, 0.388146877288818, 0.002095, 0.002095
DataValue, 0.002105, -5.10880341E-07, 0.42846268415451005, 0.002105, 0.002105
DataValue, 0.002115, -5.6913876300000009E-07, 0.46882218122482305, 0.002115, 0.002115
DataValue, 0.002125, -5.79606535E-07, 0.50841307640075706, 0.002125, 0.002125
DataValue, 0.002135, -5.46005651E-07, 0.54811275005340609, 0.002135, 0.002135
DataValue, 0.002145, -6.5582099800000008E-07, 0.588272154331207, 0.002145, 0.002145
DataValue, 0.0021550000000000002, -6.2037315700000006E-07, 0.628487229347229, 0.0021550000000000002, 0.0021550000000000002
DataValue, 0.0021650000000000003, -6.25515156E-07, 0.668551206588745, 0.0021650000000000003, 0.0021650000000000003
DataValue, 0.0021750000000000003, -6.7123022500000008E-07, 0.708470702171326, 0.0021750000000000003, 0.0021750000000000003
DataValue, 0.0021850000000000003, -7.09187077E-07, 0.7484994530677791, 0.0021850000000000003, 0.0021850000000000003
DataValue, 0.0021950000000000003, -6.7029060300000007E-07, 0.788571178913116, 0.0021950000000000003, 0.0021950000000000003
DataValue, 0.002205, -7.26486746E-07, 0.82869356870651212, 0.002205, 0.002205
DataValue, 0.002215, -7.62213006E-07, 0.86848843097686812, 0.002215, 0.002215
DataValue, 0.002225, -7.49460696E-07, 0.908388555049896, 0.002225, 0.002225
DataValue, 0.002235, -7.15947465E-07, 0.94843703508377108, 0.002235, 0.002235
DataValue, 0.002245, -6.9543409600000006E-07, 0.98815613985061612, 0.002245, 0.002245
DataValue, 0.002255, -7.05697801E-07, 1.0287375450134282, 0.002255, 0.002255
DataValue, 0.002265, -6.91456819E-07, 1.0687208175659182, 0.002265, 0.002265
DataValue, 0.002275, -7.3531225600000007E-07, 1.108564972877502, 0.002275, 0.002275
DataValue, 0.002285, -7.2672588700000006E-07, 1.148558497428894, 0.002285, 0.002285
DataValue, 0.002295, -6.6612256000000006E-07, 1.1885603666305542, 0.002295, 0.002295
DataValue, 0.002305, -6.57668693E-07, 1.2284873723983771, 0.002305, 0.002305
DataValue, 0.0023150000000000002, -7.0300512800000005E-07, 1.2688137292861941, 0.0023150000000000002, 0.0023150000000000002
DataValue, 0.0023250000000000002, -6.20063872E-07, 1.3087667226791382, 0.0023250000000000002, 0.0023250000000000002
DataValue, 0.0023350000000000003, -6.3194880800000006E-07, 1.3484132289886481, 0.0023350000000000003, 0.0023350000000000003
DataValue, 0.0023450000000000003, -6.7689603600000005E-07, 1.3886765241622932, 0.0023450000000000003, 0.0023450000000000003
DataValue, 0.0023550000000000003, -6.45251589E-07, 1.4286186695098881, 0.0023550000000000003, 0.0023550000000000003
DataValue, 0.0023650000000000003, -6.1299005E-07, 1.46906054019928, 0.0023650000000000003, 0.0023650000000000003
DataValue, 0.002375, -5.6329344E-07, 1.5090223550796511, 0.002375, 0.002375
DataValue, 0.002385, -6.2897987600000009E-07, 1.5489605665206911, 0.002385, 0.002385
DataValue, 0.002395, -5.7219540400000006E-07, 1.588719487190247, 0.002395, 0.002395
DataValue, 0.002405, -6.07447589E-07, 1.6284861564636231, 0.002405, 0.002405
DataValue, 0.002415, -5.95505185E-07, 1.6689988374710081, 0.002415, 0.002415
DataValue, 0.002425, -5.4700626600000009E-07, 1.7091008424758911, 0.002425, 0.002425
DataValue, 0.002435, -5.0291032500000006E-07, 1.7487576007843022, 0.002435, 0.002435
DataValue, 0.002445, -4.89547915E-07, 1.7885266542434692, 0.002445, 0.002445
DataValue, 0.002455, -5.3571881200000007E-07, 1.828956246376038, 0.002455, 0.002455
DataValue, 0.002465, -4.6387361900000004E-07, 1.8693943023681641, 0.002465, 0.002465
DataValue, 0.002475, -4.92253946E-07, 1.9090687036514282, 0.002475, 0.002475
DataValue, 0.0024850000000000002, -5.1492776300000006E-07, 1.9487761259078982, 0.0024850000000000002, 0.0024850000000000002
DataValue, 0.0024950000000000003, -4.6747715000000004E-07, 1.9886745214462283, 0.0024950000000000003, 0.0024950000000000003
DataValue, 0.0025050000000000003, 2.1547087700000002E-07, 1.9888545274734502, 0.0025050000000000003, 0.0025050000000000003
DataValue, 0.0025150000000000003, 3.1708339100000005E-07, 1.9491995573043821, 0.0025150000000000003, 0.0025150000000000003
DataValue, 0.0025250000000000003, 3.61022302E-07, 1.9093103408813481, 0.0025250000000000003, 0.0025250000000000003
DataValue, 0.0025350000000000004, 3.09259946E-07, 1.8695859909057622, 0.0025350000000000004, 0.0025350000000000004
DataValue, 0.002545, 3.0570967600000004E-07, 1.8292236328125002, 0.002545, 0.002545
DataValue, 0.002555, 3.7934648800000004E-07, 1.7890794277191162, 0.002555, 0.002555
DataValue, 0.002565, 3.45083663E-07, 1.7493983507156372, 0.002565, 0.002565
DataValue, 0.002575, 4.18126547E-07, 1.7095513343811042, 0.002575, 0.002575
DataValue, 0.002585, 3.66599778E-07, 1.669724106788635, 0.002585, 0.002585
DataValue, 0.002595, 4.14978786E-07, 1.6294593811035161, 0.002595, 0.002595
DataValue, 0.002605, 3.59052592E-07, 1.5893584489822392, 0.002605, 0.002605
DataValue, 0.002615, 3.74262669E-07, 1.54945969581604, 0.002615, 0.002615
DataValue, 0.002625, 3.77876034E-07, 1.5096951723098762, 0.002625, 0.002625
DataValue, 0.002635, 3.7693220600000004E-07, 1.4694216251373291, 0.002635, 0.002635
DataValue, 0.002645, 5.0153551E-07, 1.4293893575668342, 0.002645, 0.002645
DataValue, 0.0026550000000000002, 3.47493028E-07, 1.389373660087585, 0.0026550000000000002, 0.0026550000000000002
DataValue, 0.0026650000000000003, 3.65656632E-07, 1.3492230176925661, 0.0026650000000000003, 0.0026650000000000003
DataValue, 0.0026750000000000003, 4.15543951E-07, 1.3091840744018561, 0.0026750000000000003, 0.0026750000000000003
DataValue, 0.0026850000000000003, 3.53074711E-07, 1.2693872451782231, 0.0026850000000000003, 0.0026850000000000003
DataValue, 0.0026950000000000003, 3.81804938E-07, 1.2290776968002322, 0.0026950000000000003, 0.0026950000000000003
DataValue, 0.0027050000000000004, 4.1574452300000004E-07, 1.188853859901428, 0.0027050000000000004, 0.0027050000000000004
DataValue, 0.002715, 4.33728587E-07, 1.1491547822952271, 0.002715, 0.002715
DataValue, 0.002725, 3.8258190200000005E-07, 1.1091098785400391, 0.002725, 0.002725
DataValue, 0.002735, 4.11543539E-07, 1.069161176681519, 0.002735, 0.002735
DataValue, 0.002745, 4.011508E-07, 1.0291997194290161, 0.002745, 0.002745
DataValue, 0.002755, 3.8160229100000003E-07, 0.988926470279694, 0.002755, 0.002755
DataValue, 0.002765, 4.6460454E-07, 0.948760390281677, 0.002765, 0.002765
DataValue, 0.002775, 4.4275395800000003E-07, 0.90868550539016713, 0.002775, 0.002775
DataValue, 0.002785, 3.8480686700000003E-07, 0.869125962257385, 0.002785, 0.002785
DataValue, 0.002795, 4.15684212E-07, 0.829352676868439, 0.002795, 0.002795
DataValue, 0.002805, 3.6507393000000004E-07, 0.78881102800369307, 0.002805, 0.002805
DataValue, 0.0028150000000000002, 4.2988313E-07, 0.748487830162048, 0.0028150000000000002, 0.0028150000000000002
DataValue, 0.0028250000000000003, 4.2700745E-07, 0.70859158039093006, 0.0028250000000000003, 0.0028250000000000003
DataValue, 0.0028350000000000003, 4.0531742200000005E-07, 0.668950319290161, 0.0028350000000000003, 0.0028350000000000003
DataValue, 0.0028450000000000003, 4.81936524E-07, 0.62927842140197709, 0.0028450000000000003, 0.0028450000000000003
DataValue, 0.0028550000000000003, 3.82621153E-07, 0.58885163068771407, 0.0028550000000000003, 0.0028550000000000003
DataValue, 0.0028650000000000004, 4.7284945E-07, 0.54858124256134, 0.0028650000000000004, 0.0028650000000000004
DataValue, 0.0028750000000000004, 4.6852926500000006E-07, 0.50872129201889, 0.0028750000000000004, 0.0028750000000000004
DataValue, 0.002885, 4.3632871900000006E-07, 0.469219863414764, 0.002885, 0.002885
DataValue, 0.002895, 4.5725860800000004E-07, 0.42907488346099804, 0.002895, 0.002895
DataValue, 0.002905, 4.6283889800000006E-07, 0.38858470320701605, 0.002905, 0.002905
DataValue, 0.002915, 5.21028596E-07, 0.348768413066864, 0.002915, 0.002915
DataValue, 0.002925, 4.78437414E-07, 0.309027820825577, 0.002925, 0.002925
DataValue, 0.002935, 4.9100532400000009E-07, 0.269422858953476, 0.002935, 0.002935
DataValue, 0.002945, 4.2877241000000005E-07, 0.229258865118027, 0.002945, 0.002945
DataValue, 0.002955, 5.1438320300000006E-07, 0.188558384776115, 0.002955, 0.002955
DataValue, 0.002965, 5.6111014100000006E-07, 0.14868253469467202, 0.002965, 0.002965
DataValue, 0.002975, 5.50001459E-07, 0.10878133028745601, 0.002975, 0.002975
DataValue, 0.0029850000000000002, 4.71334829E-07, 0.069189041852951008, 0.0029850000000000002, 0.0029850000000000002
DataValue, 0.0029950000000000003, 5.85189866E-07, 0.029195895418525002, 0.0029950000000000003, 0.0029950000000000003
DataValue, 0.0030050000000000003, 5.4307344E-07, -0.011268922127783, 0.0030050000000000003, 0.0030050000000000003
DataValue, 0.0030150000000000003, 4.95592019E-07, -0.051254674792290005, 0.0030150000000000003, 0.0030150000000000003
DataValue, 0.0030250000000000003, 5.38355664E-07, -0.091247469186783, 0.0030250000000000003, 0.0030250000000000003
DataValue, 0.0030350000000000004, 5.71087014E-07, -0.130934163928032, 0.0030350000000000004, 0.0030350000000000004
DataValue, 0.0030450000000000004, 6.2576577900000007E-07, -0.17080999910831402, 0.0030450000000000004, 0.0030450000000000004
DataValue, 0.003055, 5.7038300800000006E-07, -0.21076968312263503, 0.003055, 0.003055
DataValue, 0.003065, 5.73562318E-07, -0.25098934769630404, 0.003065, 0.003065
DataValue, 0.003075, 5.90904108E-07, -0.29092752933502203, 0.003075, 0.003075
DataValue, 0.003085, 6.32426577E-07, -0.330461710691452, 0.003085, 0.003085
DataValue, 0.003095, 5.80493122E-07, -0.37046155333519004, 0.003095, 0.003095
DataValue, 0.003105, 6.44999432E-07, -0.410769253969192, 0.003105, 0.003105
DataValue, 0.003115, 6.4383959900000005E-07, -0.450697243213654, 0.003115, 0.003115
DataValue, 0.003125, 6.1864420800000006E-07, -0.49091476202011103, 0.003125, 0.003125
DataValue, 0.003135, 6.677720990000001E-07, -0.530932903289795, 0.003135, 0.003135
DataValue, 0.0031450000000000002, 6.2151076500000009E-07, -0.570783078670502, 0.0031450000000000002, 0.0031450000000000002
DataValue, 0.0031550000000000003, 6.1151706600000006E-07, -0.610872030258179, 0.0031550000000000003, 0.0031550000000000003
DataValue, 0.0031650000000000003, 6.57126918E-07, -0.65117126703262307, 0.0031650000000000003, 0.0031650000000000003
DataValue, 0.0031750000000000003, 6.9388471500000007E-07, -0.691235959529877, 0.0031750000000000003, 0.0031750000000000003
DataValue, 0.0031850000000000003, 5.8942873700000008E-07, -0.73111492395401, 0.0031850000000000003, 0.0031850000000000003
DataValue, 0.0031950000000000004, 6.30374132E-07, -0.770709335803986, 0.0031950000000000004, 0.0031950000000000004
DataValue, 0.0032050000000000004, 6.46277044E-07, -0.81072783470153809, 0.0032050000000000004, 0.0032050000000000004
DataValue, 0.0032150000000000004, 6.2761273500000007E-07, -0.85110741853714011, 0.0032150000000000004, 0.0032150000000000004
DataValue, 0.003225, 6.34873174E-07, -0.891117513179779, 0.003225, 0.003225
DataValue, 0.003235, 6.7598966800000007E-07, -0.930962681770325, 0.003235, 0.003235
DataValue, 0.003245, 6.537204060000001E-07, -0.97070151567459106, 0.003245, 0.003245
DataValue, 0.003255, 6.0387446900000008E-07, -1.0108383893966682, 0.003255, 0.003255
DataValue, 0.003265, 6.8592095200000006E-07, -1.0515121221542361, 0.003265, 0.003265
DataValue, 0.003275, 6.14180976E-07, -1.091674327850342, 0.003275, 0.003275
DataValue, 0.003285, 6.30865713E-07, -1.1312909126281741, 0.003285, 0.003285
DataValue, 0.003295, 6.4107752000000008E-07, -1.1710990667343142, 0.003295, 0.003295
DataValue, 0.003305, 6.5976559E-07, -1.2112895250320441, 0.003305, 0.003305
DataValue, 0.0033150000000000002, 6.7086233500000007E-07, -1.2516564130783081, 0.0033150000000000002, 0.0033150000000000002
DataValue, 0.0033250000000000003, 6.8097108400000006E-07, -1.2915459871292112, 0.0033250000000000003, 0.0033250000000000003
DataValue, 0.0033350000000000003, 6.12768019E-07, -1.3312690258026121, 0.0033350000000000003, 0.0033350000000000003
DataValue, 0.0033450000000000003, 6.3089726200000009E-07, -1.3712286949157722, 0.0033450000000000003, 0.0033450000000000003
DataValue, 0.0033550000000000003, 6.73873387E-07, -1.4111869335174561, 0.0033550000000000003, 0.0033550000000000003
DataValue, 0.0033650000000000004, 6.3615920000000006E-07, -1.4519451856613161, 0.0033650000000000004, 0.0033650000000000004
DataValue, 0.0033750000000000004, 6.7565167700000009E-07, -1.4920228719711302, 0.0033750000000000004, 0.0033750000000000004
DataValue, 0.0033850000000000004, 5.85229827E-07, -1.5316911935806272, 0.0033850000000000004, 0.0033850000000000004
DataValue, 0.003395, 6.2182283500000006E-07, -1.5714311599731452, 0.003395, 0.003395
DataValue, 0.003405, 5.70765849E-07, -1.6119449138641362, 0.003405, 0.003405
DataValue, 0.003415, 5.43672286E-07, -1.652290344238281, 0.003415, 0.003415
DataValue, 0.003425, 5.13402881E-07, -1.6920107603073122, 0.003425, 0.003425
DataValue, 0.003435, 5.74114154E-07, -1.7316972017288212, 0.003435, 0.003435
DataValue, 0.003445, 5.9037608900000008E-07, -1.7714331150054932, 0.003445, 0.003445
DataValue, 0.003455, 4.87059594E-07, -1.8113136291503911, 0.003455, 0.003455
DataValue, 0.003465, 4.9385295100000006E-07, -1.8517745733261111, 0.003465, 0.003465
DataValue, 0.0034750000000000002, 5.0553455800000007E-07, -1.8917528390884402, 0.0034750000000000002, 0.0034750000000000002
DataValue, 0.0034850000000000003, 4.6605887900000004E-07, -1.9315685033798222, 0.0034850000000000003, 0.0034850000000000003
DataValue, 0.0034950000000000003, 5.23816652E-07, -1.9714337587356572, 0.0034950000000000003, 0.0034950000000000003
DataValue, 0.0035050000000000003, -1.27935692E-07, -1.9717184305191042, 0.0035050000000000003, 0.0035050000000000003
DataValue, 0.0035150000000000003, -2.68352125E-07, -1.9316068887710571, 0.0035150000000000003, 0.0035150000000000003
DataValue, 0.0035250000000000004, -3.0233795200000003E-07, -1.8916690349578862, 0.0035250000000000004, 0.0035250000000000004
DataValue, 0.0035350000000000004, -3.2658320500000004E-07, -1.8520246744155882, 0.0035350000000000004, 0.0035350000000000004
DataValue, 0.0035450000000000004, -3.32840159E-07, -1.8118032217025761, 0.0035450000000000004, 0.0035450000000000004
DataValue, 0.0035550000000000004, -3.6397557300000004E-07, -1.7716941833496092, 0.0035550000000000004, 0.0035550000000000004
DataValue, 0.003565, -3.5199178700000004E-07, -1.7316312789916992, 0.003565, 0.003565
DataValue, 0.003575, -2.86024175E-07, -1.6922003030776982, 0.003575, 0.003575
DataValue, 0.003585, -3.9594399900000004E-07, -1.6523836851120002, 0.003585, 0.003585
DataValue, 0.003595, -3.69201729E-07, -1.6121604442596442, 0.003595, 0.003595
DataValue, 0.003605, -3.7984548800000005E-07, -1.5722748041152952, 0.003605, 0.003605
DataValue, 0.003615, -4.0256208000000005E-07, -1.5323319435119631, 0.003615, 0.003615
DataValue, 0.003625, -3.57947215E-07, -1.4925636053085332, 0.003625, 0.003625
DataValue, 0.003635, -3.5917574300000003E-07, -1.4523435831069951, 0.003635, 0.003635
DataValue, 0.0036450000000000002, -3.3748432300000004E-07, -1.4117952585220341, 0.0036450000000000002, 0.0036450000000000002
DataValue, 0.0036550000000000003, -4.2336154100000003E-07, -1.3714798688888552, 0.0036550000000000003, 0.0036550000000000003
DataValue, 0.0036650000000000003, -3.9157473E-07, -1.3319315910339362, 0.0036650000000000003, 0.0036650000000000003
DataValue, 0.0036750000000000003, -3.33737717E-07, -1.2922688722610471, 0.0036750000000000003, 0.0036750000000000003
DataValue, 0.0036850000000000003, -4.7370184600000004E-07, -1.2518001794815061, 0.0036850000000000003, 0.0036850000000000003
DataValue, 0.0036950000000000004, -3.86639556E-07, -1.211542129516602, 0.0036950000000000004, 0.0036950000000000004
DataValue, 0.0037050000000000004, -3.6757418800000005E-07, -1.1715595722198491, 0.0037050000000000004, 0.0037050000000000004
DataValue, 0.0037150000000000004, -4.00600072E-07, -1.1316734552383421, 0.0037150000000000004, 0.0037150000000000004
DataValue, 0.0037250000000000004, -3.7854192700000006E-07, -1.0918732881546021, 0.0037250000000000004, 0.0037250000000000004
DataValue, 0.003735, -4.4946361300000003E-07, -1.0520098209381101, 0.003735, 0.003735
DataValue, 0.003745, -4.5823443900000006E-07, -1.0115034580230711, 0.003745, 0.003745
DataValue, 0.003755, -4.5621212100000005E-07, -0.97124505043029807, 0.003755, 0.003755
DataValue, 0.003765, -3.7317971600000004E-07, -0.93167990446090709, 0.003765, 0.003765
DataValue, 0.003775, -4.1846357100000004E-07, -0.89198154211044312, 0.003775, 0.003775
DataValue, 0.003785, -4.6230150000000005E-07, -0.851888716220856, 0.003785, 0.003785
DataValue, 0.003795, -3.9944026800000005E-07, -0.81158453226089511, 0.003795, 0.003795
DataValue, 0.0038050000000000002, -4.4393664200000004E-07, -0.77139657735824607, 0.0038050000000000002, 0.0038050000000000002
DataValue, 0.0038150000000000002, -4.94725043E-07, -0.73160636425018311, 0.0038150000000000002, 0.0038150000000000002
DataValue, 0.0038250000000000003, -4.5021744200000006E-07, -0.691926717758179, 0.0038250000000000003, 0.0038250000000000003
DataValue, 0.0038350000000000003, -4.42888307E-07, -0.651749312877655, 0.0038350000000000003, 0.0038350000000000003
DataValue, 0.0038450000000000003, -4.2794471300000006E-07, -0.611375033855438, 0.0038450000000000003, 0.0038450000000000003
DataValue, 0.0038550000000000004, -4.7116205300000003E-07, -0.571044445037842, 0.0038550000000000004, 0.0038550000000000004
DataValue, 0.0038650000000000004, -4.6431466700000005E-07, -0.531350016593933, 0.0038650000000000004, 0.0038650000000000004
DataValue, 0.0038750000000000004, -5.02333933E-07, -0.491683393716812, 0.0038750000000000004, 0.0038750000000000004
DataValue, 0.0038850000000000004, -4.93172536E-07, -0.45153945684433006, 0.0038850000000000004, 0.0038850000000000004
DataValue, 0.0038950000000000005, -4.49775655E-07, -0.411427974700928, 0.0038950000000000005, 0.0038950000000000005
DataValue, 0.003905, -5.13334612E-07, -0.371341466903686, 0.003905, 0.003905
DataValue, 0.003915, -4.56559917E-07, -0.331268012523651, 0.003915, 0.003915
DataValue, 0.0039250000000000005, -5.16487262E-07, -0.29158484935760504, 0.0039250000000000005, 0.0039250000000000005
DataValue, 0.003935, -5.40687608E-07, -0.251577943563461, 0.003935, 0.003935
DataValue, 0.0039450000000000006, -5.06882031E-07, -0.211511537432671, 0.0039450000000000006, 0.0039450000000000006
DataValue, 0.003955, -5.7728061600000006E-07, -0.17125314474105802, 0.003955, 0.003955
DataValue, 0.0039650000000000006, -5.12825522E-07, -0.13148790597915602, 0.0039650000000000006, 0.0039650000000000006
DataValue, 0.003975, -4.7200913400000004E-07, -0.091700822114944014, 0.003975, 0.003975
DataValue, 0.003985, -5.5659541000000007E-07, -0.05163898319006, 0.003985, 0.003985
DataValue, 0.003995, -5.63140588E-07, -0.011617301031947, 0.003995, 0.003995
DataValue, 0.004005, -5.84618135E-07, 0.028851389884949, 0.004005, 0.004005
DataValue, 0.004015, -5.3497763E-07, 0.068916045129299011, 0.004015, 0.004015
DataValue, 0.004025, -5.1190483000000008E-07, 0.10879929363727602, 0.004025, 0.004025
DataValue, 0.004035, -5.17096623E-07, 0.148471891880035, 0.004035, 0.004035
DataValue, 0.004045, -5.39330756E-07, 0.188452705740929, 0.004045, 0.004045
DataValue, 0.0040550000000000004, -5.57776275E-07, 0.229202851653099, 0.0040550000000000004, 0.0040550000000000004
DataValue, 0.004065, -5.0217966E-07, 0.26891842484474204, 0.004065, 0.004065
DataValue, 0.0040750000000000005, -5.13159989E-07, 0.308670997619629, 0.0040750000000000005, 0.0040750000000000005
DataValue, 0.004085, -5.72315969E-07, 0.348477452993393, 0.004085, 0.004085
DataValue, 0.0040950000000000005, -5.29984277E-07, 0.38850194215774503, 0.0040950000000000005, 0.0040950000000000005
DataValue, 0.004105, -5.31458909E-07, 0.42867228388786305, 0.004105, 0.004105
DataValue, 0.0041150000000000006, -5.93495542E-07, 0.46870943903923, 0.0041150000000000006, 0.0041150000000000006
DataValue, 0.004125, -5.88432044E-07, 0.508391559123993, 0.004125, 0.004125
DataValue, 0.0041350000000000007, -6.5340043400000005E-07, 0.548056423664093, 0.0041350000000000007, 0.0041350000000000007
DataValue, 0.004145, -6.05041066E-07, 0.5881267189979551, 0.004145, 0.004145
DataValue, 0.004155, -6.700262250000001E-07, 0.6285957694053651, 0.004155, 0.004155
DataValue, 0.004165, -6.564465020000001E-07, 0.6686375141143801, 0.004165, 0.004165
DataValue, 0.004175, -6.63612241E-07, 0.708251297473907, 0.004175, 0.004175
DataValue, 0.004185, -7.1985186900000009E-07, 0.74828350543975808, 0.004185, 0.004185
DataValue, 0.004195, -7.18491492E-07, 0.788575708866119, 0.004195, 0.004195
DataValue, 0.004205, -7.151270440000001E-07, 0.82859390974044811, 0.004205, 0.004205
DataValue, 0.004215, -7.5589997600000006E-07, 0.868707180023193, 0.004215, 0.004215
