
SetupTitle, Endurance Measure 1kHz After 250 000 Cycles(1)(1)(1)
DataValue, 0.0014750000000000002, 6.94274831E-07, -2.8484058380126953, 0.0014750000000000002, 0.0014750000000000002
DataValue, 0.001485, 6.67444795E-07, -2.9085745811462402, 0.001485, 0.001485
DataValue, 0.001495, 6.8539225100000009E-07, -2.9681332111358643, 0.001495, 0.001495
DataValue, 0.001505, 4.5296144400000005E-07, -2.9681911468505864, 0.001505, 0.001505
DataValue, 0.001515, 2.7945010000000003E-08, -2.9087743759155273, 0.001515, 0.001515
DataValue, 0.001525, -1.66363748E-07, -2.8485090732574463, 0.001525, 0.001525
DataValue, 0.0015350000000000001, -2.04900786E-07, -2.7885255813598633, 0.0015350000000000001, 0.0015350000000000001
DataValue, 0.0015450000000000002, -2.58099618E-07, -2.7290079593658452, 0.0015450000000000002, 0.0015450000000000002
DataValue, 0.0015550000000000002, -3.1703695000000004E-07, -2.6694014072418213, 0.0015550000000000002, 0.0015550000000000002
DataValue, 0.0015650000000000002, -2.94537102E-07, -2.6089413166046143, 0.0015650000000000002, 0.0015650000000000002
DataValue, 0.001575, -3.0425530900000003E-07, -2.5493066310882573, 0.001575, 0.001575
DataValue, 0.001585, -3.6094238E-07, -2.4896476268768311, 0.001585, 0.001585
DataValue, 0.001595, -3.50589062E-07, -2.4290800094604492, 0.001595, 0.001595
DataValue, 0.001605, -3.4132722200000003E-07, -2.3693497180938721, 0.001605, 0.001605
DataValue, 0.0016150000000000001, -3.80603126E-07, -2.3099293708801274, 0.0016150000000000001, 0.0016150000000000001
DataValue, 0.0016250000000000001, -3.73478684E-07, -2.2496309280395512, 0.0016250000000000001, 0.0016250000000000001
DataValue, 0.0016350000000000002, -3.5404508500000004E-07, -2.1894385814666752, 0.0016350000000000002, 0.0016350000000000002
DataValue, 0.0016450000000000002, -3.90134176E-07, -2.1300761699676514, 0.0016450000000000002, 0.0016450000000000002
DataValue, 0.001655, -4.0844963700000004E-07, -2.0702815055847172, 0.001655, 0.001655
DataValue, 0.001665, -3.9063749600000003E-07, -2.0099549293518071, 0.001665, 0.001665
DataValue, 0.001675, -4.1899505700000005E-07, -1.9501602649688721, 0.001675, 0.001675
DataValue, 0.001685, -4.3689834700000004E-07, -1.8904962539672852, 0.001685, 0.001685
DataValue, 0.0016950000000000001, -4.0149905100000004E-07, -1.8303066492080691, 0.0016950000000000001, 0.0016950000000000001
DataValue, 0.0017050000000000001, -4.0594702000000005E-07, -1.770118355751038, 0.0017050000000000001, 0.0017050000000000001
DataValue, 0.0017150000000000002, -4.4123203200000005E-07, -1.7103821039199831, 0.0017150000000000002, 0.0017150000000000002
DataValue, 0.0017250000000000002, -4.3756080000000005E-07, -1.6504487991333012, 0.0017250000000000002, 0.0017250000000000002
DataValue, 0.0017350000000000002, -4.4419033400000006E-07, -1.5901254415512092, 0.0017350000000000002, 0.0017350000000000002
DataValue, 0.001745, -4.6721385200000006E-07, -1.5306535959243772, 0.001745, 0.001745
DataValue, 0.001755, -4.43236956E-07, -1.4708021879196171, 0.001755, 0.001755
DataValue, 0.001765, -4.2401575200000006E-07, -1.4101179838180542, 0.001765, 0.001765
DataValue, 0.001775, -4.68057181E-07, -1.3504384756088261, 0.001775, 0.001775
DataValue, 0.0017850000000000001, -4.73082764E-07, -1.2906807661056521, 0.0017850000000000001, 0.0017850000000000001
DataValue, 0.0017950000000000002, -4.64958674E-07, -1.2304960489273071, 0.0017950000000000002, 0.0017950000000000002
DataValue, 0.0018050000000000002, -4.98046688E-07, -1.1703662872314451, 0.0018050000000000002, 0.0018050000000000002
DataValue, 0.0018150000000000002, -5.0284865000000006E-07, -1.110836386680603, 0.0018150000000000002, 0.0018150000000000002
DataValue, 0.001825, -4.6955315700000004E-07, -1.050589442253113, 0.001825, 0.001825
DataValue, 0.001835, -5.06048139E-07, -0.990000247955322, 0.001835, 0.001835
DataValue, 0.001845, -5.37739709E-07, -0.930493533611298, 0.001845, 0.001845
DataValue, 0.001855, -5.36041853E-07, -0.870480239391327, 0.001855, 0.001855
DataValue, 0.0018650000000000001, -5.59961961E-07, -0.810190677642822, 0.0018650000000000001, 0.0018650000000000001
DataValue, 0.0018750000000000002, -5.9103666700000006E-07, -0.7504357695579531, 0.0018750000000000002, 0.0018750000000000002
DataValue, 0.0018850000000000002, -5.5222693600000007E-07, -0.690769612789154, 0.0018850000000000002, 0.0018850000000000002
DataValue, 0.0018950000000000002, -5.65612197E-07, -0.630473673343658, 0.0018950000000000002, 0.0018950000000000002
DataValue, 0.0019050000000000002, -6.3111946200000006E-07, -0.57056635618209806, 0.0019050000000000002, 0.0019050000000000002
DataValue, 0.001915, -6.3984782600000006E-07, -0.510695338249207, 0.001915, 0.001915
DataValue, 0.001925, -6.57837347E-07, -0.45067679882049605, 0.001925, 0.001925
DataValue, 0.001935, -7.193089E-07, -0.39050760865211503, 0.001935, 0.001935
DataValue, 0.0019450000000000001, -7.3029315200000006E-07, -0.330770313739777, 0.0019450000000000001, 0.0019450000000000001
DataValue, 0.001955, -7.2367481600000007E-07, -0.27064406871795604, 0.001955, 0.001955
DataValue, 0.001965, -7.8253577800000011E-07, -0.210875451564789, 0.001965, 0.001965
DataValue, 0.001975, -8.46356386E-07, -0.150812909007072, 0.001975, 0.001975
DataValue, 0.0019850000000000002, -8.6853521000000006E-07, -0.090987980365753007, 0.0019850000000000002, 0.0019850000000000002
DataValue, 0.0019950000000000002, -9.2453177600000007E-07, -0.031169038265944003, 0.0019950000000000002, 0.0019950000000000002
DataValue, 0.0020050000000000003, -9.90915396E-07, 0.029178638011217003, 0.0020050000000000003, 0.0020050000000000003
DataValue, 0.0020150000000000003, -1.001234978E-06, 0.089194715023041007, 0.0020150000000000003, 0.0020150000000000003
DataValue, 0.0020250000000000003, -1.057202212E-06, 0.148977056145668, 0.0020250000000000003, 0.0020250000000000003
DataValue, 0.002035, -1.150472599E-06, 0.20933070778846702, 0.002035, 0.002035
DataValue, 0.002045, -1.1715942490000001E-06, 0.269424587488174, 0.002045, 0.002045
DataValue, 0.002055, -1.1736538E-06, 0.328897505998611, 0.002055, 0.002055
DataValue, 0.002065, -1.1868399950000002E-06, 0.38904416561126703, 0.002065, 0.002065
DataValue, 0.002075, -1.1747951020000002E-06, 0.44927391409874, 0.002075, 0.002075
DataValue, 0.002085, -1.169392362E-06, 0.508793294429779, 0.002085, 0.002085
DataValue, 0.002095, -1.2719231110000001E-06, 0.56849044561386108, 0.002095, 0.002095
DataValue, 0.002105, -1.410621621E-06, 0.62887579202652, 0.002105, 0.002105
DataValue, 0.002115, -1.5603911830000002E-06, 0.688570141792297, 0.002115, 0.002115
DataValue, 0.002125, -1.7830456040000002E-06, 0.74828946590423606, 0.002125, 0.002125
DataValue, 0.002135, -2.031981239E-06, 0.808845162391663, 0.002135, 0.002135
DataValue, 0.002145, -2.285218216E-06, 0.86868137121200606, 0.002145, 0.002145
DataValue, 0.0021550000000000002, -2.5906808790000002E-06, 0.928277492523193, 0.0021550000000000002, 0.0021550000000000002
DataValue, 0.0021650000000000003, -2.9574785000000004E-06, 0.98819321393966708, 0.0021650000000000003, 0.0021650000000000003
DataValue, 0.0021750000000000003, -3.3545609310000003E-06, 1.048656702041626, 0.0021750000000000003, 0.0021750000000000003
DataValue, 0.0021850000000000003, -3.7651152520000004E-06, 1.1084632873535161, 0.0021850000000000003, 0.0021850000000000003
DataValue, 0.0021950000000000003, -4.1201133170000005E-06, 1.1682671308517461, 0.0021950000000000003, 0.0021950000000000003
DataValue, 0.002205, -4.4253583840000007E-06, 1.2285275459289551, 0.002205, 0.002205
DataValue, 0.002215, -4.589477612E-06, 1.28865659236908, 0.002215, 0.002215
DataValue, 0.002225, -4.536910637E-06, 1.34813129901886, 0.002225, 0.002225
DataValue, 0.002235, -4.273020295E-06, 1.408139228820801, 0.002235, 0.002235
DataValue, 0.002245, -3.8647117440000007E-06, 1.4683949947357182, 0.002245, 0.002245
DataValue, 0.002255, -3.45839976E-06, 1.5281883478164671, 0.002255, 0.002255
DataValue, 0.002265, -3.0476358010000004E-06, 1.5881575345993042, 0.002265, 0.002265
DataValue, 0.002275, -2.660731525E-06, 1.6485084295272832, 0.002275, 0.002275
DataValue, 0.002285, -2.345059784E-06, 1.7082618474960332, 0.002285, 0.002285
DataValue, 0.002295, -2.03460786E-06, 1.7678759098052981, 0.002295, 0.002295
DataValue, 0.002305, -1.727958193E-06, 1.8282700777053831, 0.002305, 0.002305
DataValue, 0.0023150000000000002, -1.5033002680000002E-06, 1.8883839845657351, 0.0023150000000000002, 0.0023150000000000002
DataValue, 0.0023250000000000002, -1.334003173E-06, 1.9477862119674683, 0.0023250000000000002, 0.0023250000000000002
DataValue, 0.0023350000000000003, -1.17212835E-06, 2.0077717304229741, 0.0023350000000000003, 0.0023350000000000003
DataValue, 0.0023450000000000003, -1.0509876350000001E-06, 2.068417072296143, 0.0023450000000000003, 0.0023450000000000003
DataValue, 0.0023550000000000003, -9.53877816E-07, 2.128068208694458, 0.0023550000000000003, 0.0023550000000000003
DataValue, 0.0023650000000000003, -8.5752640200000011E-07, 2.1880772113800053, 0.0023650000000000003, 0.0023650000000000003
DataValue, 0.002375, -8.04382296E-07, 2.24826192855835, 0.002375, 0.002375
DataValue, 0.002385, -8.1896416800000005E-07, 2.3077657222747803, 0.002385, 0.002385
DataValue, 0.002395, -7.85879593E-07, 2.3673248291015634, 0.002395, 0.002395
DataValue, 0.002405, -7.64722927E-07, 2.4276714324951172, 0.002405, 0.002405
DataValue, 0.002415, -8.1839630200000011E-07, 2.487695693969727, 0.002415, 0.002415
DataValue, 0.002425, -8.5332169400000008E-07, 2.5473892688751221, 0.002425, 0.002425
DataValue, 0.002435, -8.5523061000000006E-07, 2.6073765754699711, 0.002435, 0.002435
DataValue, 0.002445, -9.14307464E-07, 2.6676175594329834, 0.002445, 0.002445
DataValue, 0.002455, -9.89985779E-07, 2.727452278137207, 0.002455, 0.002455
DataValue, 0.002465, -1.050339165E-06, 2.7871465682983403, 0.002465, 0.002465
DataValue, 0.002475, -1.168452286E-06, 2.8475134372711182, 0.002475, 0.002475
DataValue, 0.0024850000000000002, -1.31013212E-06, 2.9073495864868164, 0.0024850000000000002, 0.0024850000000000002
DataValue, 0.0024950000000000003, -1.3989454150000002E-06, 2.9671998023986821, 0.0024950000000000003, 0.0024950000000000003
DataValue, 0.0025050000000000003, -1.163387424E-06, 2.9673280715942383, 0.0025050000000000003, 0.0025050000000000003
DataValue, 0.0025150000000000003, -7.35493302E-07, 2.9077856540679932, 0.0025150000000000003, 0.0025150000000000003
DataValue, 0.0025250000000000003, -4.8100287100000007E-07, 2.8478820323944092, 0.0025250000000000003, 0.0025250000000000003
DataValue, 0.0025350000000000004, -3.0662403100000004E-07, 2.7875592708587651, 0.0025350000000000004, 0.0025350000000000004
DataValue, 0.002545, -1.92485757E-07, 2.7278089523315434, 0.002545, 0.002545
DataValue, 0.002555, -7.0590723E-08, 2.6681900024414062, 0.002555, 0.002555
DataValue, 0.002565, 3.9223682000000006E-08, 2.6078922748565674, 0.002565, 0.002565
DataValue, 0.002575, 6.2181307000000008E-08, 2.5478229522705083, 0.002575, 0.002575
DataValue, 0.002585, 1.0008392300000001E-07, 2.4881265163421631, 0.002585, 0.002585
DataValue, 0.002595, 1.65490263E-07, 2.4280903339385991, 0.002595, 0.002595
DataValue, 0.002605, 1.88930187E-07, 2.3678989410400391, 0.002605, 0.002605
DataValue, 0.002615, 2.1643953100000002E-07, 2.3080818653106694, 0.002615, 0.002615
DataValue, 0.002625, 2.97773681E-07, 2.248887300491333, 0.002625, 0.002625
DataValue, 0.002635, 3.23979123E-07, 2.188650369644165, 0.002635, 0.002635
DataValue, 0.002645, 3.14378696E-07, 2.1286215782165532, 0.002645, 0.002645
DataValue, 0.0026550000000000002, 3.2397071000000004E-07, 2.0691249370574951, 0.0026550000000000002, 0.0026550000000000002
DataValue, 0.0026650000000000003, 3.56507741E-07, 2.0085597038269043, 0.0026650000000000003, 0.0026650000000000003
DataValue, 0.0026750000000000003, 3.72333915E-07, 1.9485067129135132, 0.0026750000000000003, 0.0026750000000000003
DataValue, 0.0026850000000000003, 3.9332940100000004E-07, 1.8890788555145262, 0.0026850000000000003, 0.0026850000000000003
DataValue, 0.0026950000000000003, 3.9223581900000005E-07, 1.8288407325744631, 0.0026950000000000003, 0.0026950000000000003
DataValue, 0.0027050000000000004, 3.59917493E-07, 1.7684817314147951, 0.0027050000000000004, 0.0027050000000000004
DataValue, 0.002715, 3.93684815E-07, 1.7092196941375732, 0.002715, 0.002715
DataValue, 0.002725, 4.3459058900000005E-07, 1.6494145393371582, 0.002725, 0.002725
DataValue, 0.002735, 3.97583875E-07, 1.5887925624847412, 0.002735, 0.002735
DataValue, 0.002745, 3.9130696900000004E-07, 1.5290042161941531, 0.002745, 0.002745
DataValue, 0.002755, 4.30944596E-07, 1.4693493843078611, 0.002755, 0.002755
DataValue, 0.002765, 4.29454929E-07, 1.4091241359710691, 0.002765, 0.002765
DataValue, 0.002775, 4.2000240800000006E-07, 1.3490581512451172, 0.002775, 0.002775
DataValue, 0.002785, 4.6651140900000004E-07, 1.2892405986785891, 0.002785, 0.002785
DataValue, 0.002795, 4.76126587E-07, 1.229533910751343, 0.002795, 0.002795
DataValue, 0.002805, 4.629741E-07, 1.169250011444092, 0.002805, 0.002805
DataValue, 0.0028150000000000002, 4.6700563400000004E-07, 1.10931134223938, 0.0028150000000000002, 0.0028150000000000002
DataValue, 0.0028250000000000003, 4.7600670400000005E-07, 1.049205899238586, 0.0028250000000000003, 0.0028250000000000003
DataValue, 0.0028350000000000003, 4.6276937800000003E-07, 0.98880958557128906, 0.0028350000000000003, 0.0028350000000000003
DataValue, 0.0028450000000000003, 5.08730921E-07, 0.929010033607483, 0.0028450000000000003, 0.0028450000000000003
DataValue, 0.0028550000000000003, 5.5390376000000009E-07, 0.869225919246674, 0.0028550000000000003, 0.0028550000000000003
DataValue, 0.0028650000000000004, 5.3751608700000006E-07, 0.80926227569580111, 0.0028650000000000004, 0.0028650000000000004
DataValue, 0.0028750000000000004, 5.26953158E-07, 0.749164581298828, 0.0028750000000000004, 0.0028750000000000004
DataValue, 0.002885, 5.37192932E-07, 0.688992202281952, 0.002885, 0.002885
DataValue, 0.002895, 5.58168779E-07, 0.62966465950012207, 0.002895, 0.002895
DataValue, 0.002905, 5.84692486E-07, 0.5690061450004581, 0.002905, 0.002905
DataValue, 0.002915, 6.1807981000000009E-07, 0.50926113128662109, 0.002915, 0.002915
DataValue, 0.002925, 6.0366761500000009E-07, 0.44988289475441, 0.002925, 0.002925
DataValue, 0.002935, 6.1225438200000006E-07, 0.389585912227631, 0.002935, 0.002935
DataValue, 0.002945, 6.796411180000001E-07, 0.32974162697792003, 0.002945, 0.002945
DataValue, 0.002955, 7.1754863E-07, 0.27034863829612704, 0.002955, 0.002955
DataValue, 0.002965, 7.14457826E-07, 0.21012838184833502, 0.002965, 0.002965
DataValue, 0.002975, 7.4518061400000006E-07, 0.149619832634926, 0.002975, 0.002975
DataValue, 0.0029850000000000002, 7.914211440000001E-07, 0.089866362512112011, 0.0029850000000000002, 0.0029850000000000002
DataValue, 0.0029950000000000003, 8.2895013500000009E-07, 0.029819309711456004, 0.0029950000000000003, 0.0029950000000000003
DataValue, 0.0030050000000000003, 9.2126435900000007E-07, -0.030323844403028002, 0.0030050000000000003, 0.0030050000000000003
DataValue, 0.0030150000000000003, 1.008259233E-06, -0.090133637189865, 0.0030150000000000003, 0.0030150000000000003
DataValue, 0.0030250000000000003, 1.0460566950000002E-06, -0.15010219812393202, 0.0030250000000000003, 0.0030250000000000003
DataValue, 0.0030350000000000004, 1.133376145E-06, -0.20994085073471103, 0.0030350000000000004, 0.0030350000000000004
DataValue, 0.0030450000000000004, 1.260673912E-06, -0.26963165402412403, 0.0030450000000000004, 0.0030450000000000004
DataValue, 0.003055, 1.3545450200000002E-06, -0.32956218719482405, 0.003055, 0.003055
DataValue, 0.003065, 1.4815456100000002E-06, -0.389566302299499, 0.003065, 0.003065
DataValue, 0.003075, 1.6355745630000002E-06, -0.449637293815613, 0.003075, 0.003075
DataValue, 0.003085, 1.7532692030000002E-06, -0.509482622146606, 0.003085, 0.003085
DataValue, 0.003095, 1.879868705E-06, -0.56928682327270508, 0.003095, 0.003095
DataValue, 0.003105, 2.048672968E-06, -0.62962847948074308, 0.003105, 0.003105
DataValue, 0.003115, 2.191081876E-06, -0.68987548351287808, 0.003115, 0.003115
DataValue, 0.003125, 2.2922536120000003E-06, -0.749732792377472, 0.003125, 0.003125
DataValue, 0.003135, 2.420129704E-06, -0.80954366922378507, 0.003135, 0.003135
DataValue, 0.0031450000000000002, 2.541500407E-06, -0.8695709705352781, 0.0031450000000000002, 0.0031450000000000002
DataValue, 0.0031550000000000003, 2.6037239420000004E-06, -0.92951560020446811, 0.0031550000000000003, 0.0031550000000000003
DataValue, 0.0031650000000000003, 2.7152748320000003E-06, -0.988793134689331, 0.0031650000000000003, 0.0031650000000000003
DataValue, 0.0031750000000000003, 2.81720213E-06, -1.049605131149292, 0.0031750000000000003, 0.0031750000000000003
DataValue, 0.0031850000000000003, 2.899194442E-06, -1.1098862886428831, 0.0031850000000000003, 0.0031850000000000003
DataValue, 0.0031950000000000004, 2.9366085530000004E-06, -1.1695731878280642, 0.0031950000000000004, 0.0031950000000000004
DataValue, 0.0032050000000000004, 3.005671488E-06, -1.2295037508010862, 0.0032050000000000004, 0.0032050000000000004
DataValue, 0.0032150000000000004, 3.0226269700000003E-06, -1.2897567749023442, 0.0032150000000000004, 0.0032150000000000004
DataValue, 0.003225, 3.0215958300000003E-06, -1.3494348526000981, 0.003225, 0.003225
DataValue, 0.003235, 3.003383881E-06, -1.4091246128082282, 0.003235, 0.003235
DataValue, 0.003245, 2.949566124E-06, -1.4699587821960451, 0.003245, 0.003245
DataValue, 0.003255, 2.8772990390000004E-06, -1.5297956466674811, 0.003255, 0.003255
DataValue, 0.003265, 2.805588338E-06, -1.5893985033035281, 0.003265, 0.003265
DataValue, 0.003275, 2.701132644E-06, -1.6494289636611941, 0.003275, 0.003275
DataValue, 0.003285, 2.550106046E-06, -1.7095460891723631, 0.003285, 0.003285
DataValue, 0.003295, 2.4248097360000002E-06, -1.76940655708313, 0.003295, 0.003295
DataValue, 0.003305, 2.2654101030000003E-06, -1.8294072151184082, 0.003305, 0.003305
DataValue, 0.0033150000000000002, 2.075747034E-06, -1.8897531032562263, 0.0033150000000000002, 0.0033150000000000002
DataValue, 0.0033250000000000003, 1.9019381630000002E-06, -1.9495502710342412, 0.0033250000000000003, 0.0033250000000000003
DataValue, 0.0033350000000000003, 1.7276125850000002E-06, -2.0094046592712402, 0.0033350000000000003, 0.0033350000000000003
DataValue, 0.0033450000000000003, 1.5517714470000002E-06, -2.0697371959686284, 0.0033450000000000003, 0.0033450000000000003
DataValue, 0.0033550000000000003, 1.3954999080000001E-06, -2.1297590732574463, 0.0033550000000000003, 0.0033550000000000003
DataValue, 0.0033650000000000004, 1.2786739490000002E-06, -2.1893646717071533, 0.0033650000000000004, 0.0033650000000000004
DataValue, 0.0033750000000000004, 1.1280953910000002E-06, -2.2492024898529053, 0.0033750000000000004, 0.0033750000000000004
DataValue, 0.0033850000000000004, 1.0110289850000002E-06, -2.3093302249908452, 0.0033850000000000004, 0.0033850000000000004
DataValue, 0.003395, 9.44710564E-07, -2.369005441665649, 0.003395, 0.003395
DataValue, 0.003405, 8.5265014600000011E-07, -2.4286675453186044, 0.003405, 0.003405
DataValue, 0.003415, 7.749605400000001E-07, -2.489425897598267, 0.003415, 0.003415
DataValue, 0.003425, 7.5539094300000008E-07, -2.5493791103363042, 0.003425, 0.003425
DataValue, 0.003435, 7.13223358E-07, -2.6086966991424561, 0.003435, 0.003435
DataValue, 0.003445, 6.6461967700000008E-07, -2.6688475608825684, 0.003445, 0.003445
DataValue, 0.003455, 6.727858590000001E-07, -2.7289063930511483, 0.003455, 0.003455
DataValue, 0.003465, 6.7019209400000007E-07, -2.7883999347686772, 0.003465, 0.003465
DataValue, 0.0034750000000000002, 6.38733241E-07, -2.8483307361602783, 0.0034750000000000002, 0.0034750000000000002
DataValue, 0.0034850000000000003, 6.73916588E-07, -2.9084901809692383, 0.0034850000000000003, 0.0034850000000000003
DataValue, 0.0034950000000000003, 7.11943983E-07, -2.9679780006408691, 0.0034950000000000003, 0.0034950000000000003
DataValue, 0.0035050000000000003, 4.1322357400000004E-07, -2.9682679176330571, 0.0035050000000000003, 0.0035050000000000003
DataValue, 0.0035150000000000003, 3.040558E-08, -2.9088313579559331, 0.0035150000000000003, 0.0035150000000000003
DataValue, 0.0035250000000000004, -1.1312916800000001E-07, -2.848624467849731, 0.0035250000000000004, 0.0035250000000000004
DataValue, 0.0035350000000000004, -2.23594824E-07, -2.789067268371582, 0.0035350000000000004, 0.0035350000000000004
DataValue, 0.0035450000000000004, -2.68412975E-07, -2.7293188571929932, 0.0035450000000000004, 0.0035450000000000004
DataValue, 0.0035550000000000004, -2.6695977300000003E-07, -2.66911768913269, 0.0035550000000000004, 0.0035550000000000004
DataValue, 0.003565, -3.05697995E-07, -2.6089935302734384, 0.003565, 0.003565
DataValue, 0.003575, -3.40218207E-07, -2.5492441654205322, 0.003575, 0.003575
DataValue, 0.003585, -3.23184878E-07, -2.4891541004180913, 0.003585, 0.003585
DataValue, 0.003595, -3.4515548500000003E-07, -2.4292426109313974, 0.003595, 0.003595
DataValue, 0.003605, -3.72043701E-07, -2.3696901798248291, 0.003605, 0.003605
DataValue, 0.003615, -3.4879306600000005E-07, -2.3097803592681894, 0.003615, 0.003615
DataValue, 0.003625, -3.5146183600000004E-07, -2.2494809627532963, 0.003625, 0.003625
DataValue, 0.003635, -3.9065642500000003E-07, -2.1896431446075444, 0.003635, 0.003635
DataValue, 0.0036450000000000002, -3.8424772700000003E-07, -2.1301019191741943, 0.0036450000000000002, 0.0036450000000000002
DataValue, 0.0036550000000000003, -3.8128871400000004E-07, -2.0700163841247563, 0.0036550000000000003, 0.0036550000000000003
DataValue, 0.0036650000000000003, -4.0813068800000005E-07, -2.009907484054565, 0.0036650000000000003, 0.0036650000000000003
DataValue, 0.0036750000000000003, -4.1089060700000003E-07, -1.9500901699066162, 0.0036750000000000003, 0.0036750000000000003
DataValue, 0.0036850000000000003, -3.9330626600000003E-07, -1.8902649879455571, 0.0036850000000000003, 0.0036850000000000003
DataValue, 0.0036950000000000004, -4.25136676E-07, -1.8301911354064941, 0.0036950000000000004, 0.0036950000000000004
DataValue, 0.0037050000000000004, -4.34373277E-07, -1.7698811292648322, 0.0037050000000000004, 0.0037050000000000004
DataValue, 0.0037150000000000004, -4.03925981E-07, -1.7100604772567751, 0.0037150000000000004, 0.0037150000000000004
DataValue, 0.0037250000000000004, -4.2619379300000003E-07, -1.650265097618103, 0.0037250000000000004, 0.0037250000000000004
DataValue, 0.003735, -4.5205223400000003E-07, -1.5902986526489262, 0.003735, 0.003735
DataValue, 0.003745, -4.3165613300000004E-07, -1.5304162502288821, 0.003745, 0.003745
DataValue, 0.003755, -4.3654154100000005E-07, -1.4705181121826172, 0.003755, 0.003755
DataValue, 0.003765, -4.7036141400000003E-07, -1.410102844238281, 0.003765, 0.003765
DataValue, 0.003775, -4.61144452E-07, -1.350033283233643, 0.003775, 0.003775
DataValue, 0.003785, -4.5816511800000006E-07, -1.2906268835067751, 0.003785, 0.003785
DataValue, 0.003795, -4.8920617200000006E-07, -1.2303386926651, 0.003795, 0.003795
DataValue, 0.0038050000000000002, -4.90858497E-07, -1.16986608505249, 0.0038050000000000002, 0.0038050000000000002
DataValue, 0.0038150000000000002, -4.8253321E-07, -1.110274195671082, 0.0038150000000000002, 0.0038150000000000002
DataValue, 0.0038250000000000003, -5.15629608E-07, -1.050586581230164, 0.0038250000000000003, 0.0038250000000000003
DataValue, 0.0038350000000000003, -5.322795E-07, -0.9900488257408141, 0.0038350000000000003, 0.0038350000000000003
DataValue, 0.0038450000000000003, -5.23696258E-07, -0.93041819334030107, 0.0038450000000000003, 0.0038450000000000003
DataValue, 0.0038550000000000004, -5.4388061700000009E-07, -0.870660126209259, 0.0038550000000000004, 0.0038550000000000004
DataValue, 0.0038650000000000004, -5.63101821E-07, -0.81019276380538907, 0.0038650000000000004, 0.0038650000000000004
DataValue, 0.0038750000000000004, -5.6068330400000009E-07, -0.75011789798736606, 0.0038750000000000004, 0.0038750000000000004
DataValue, 0.0038850000000000004, -5.7472192300000009E-07, -0.690586924552917, 0.0038850000000000004, 0.0038850000000000004
DataValue, 0.0038950000000000005, -5.9569282500000009E-07, -0.630556404590607, 0.0038950000000000005, 0.0038950000000000005
DataValue, 0.003905, -6.05241382E-07, -0.57049882411956809, 0.003905, 0.003905
DataValue, 0.003915, -6.18112097E-07, -0.51057952642440807, 0.003915, 0.003915
DataValue, 0.0039250000000000005, -6.50021718E-07, -0.45039799809455905, 0.0039250000000000005, 0.0039250000000000005
DataValue, 0.003935, -6.79037555E-07, -0.390244275331497, 0.003935, 0.003935
DataValue, 0.0039450000000000006, -6.9257487200000006E-07, -0.33071506023407005, 0.0039450000000000006, 0.0039450000000000006
DataValue, 0.003955, -7.29578119E-07, -0.270865142345429, 0.003955, 0.003955
DataValue, 0.0039650000000000006, -7.66656342E-07, -0.21076984703540802, 0.0039650000000000006, 0.0039650000000000006
DataValue, 0.003975, -8.0712396800000009E-07, -0.150518268346786, 0.003975, 0.003975
DataValue, 0.003985, -8.4257652600000007E-07, -0.09079683572053901, 0.003985, 0.003985
DataValue, 0.003995, -8.89897308E-07, -0.030962051823735, 0.003995, 0.003995
DataValue, 0.004005, -9.5304426400000008E-07, 0.029310643672943, 0.004005, 0.004005
DataValue, 0.004015, -1.007860988E-06, 0.088949002325535, 0.004015, 0.004015
DataValue, 0.004025, -1.0681330880000002E-06, 0.14866304397583002, 0.004025, 0.004025
DataValue, 0.004035, -1.131414706E-06, 0.209061771631241, 0.004035, 0.004035
DataValue, 0.004045, -1.1827278290000002E-06, 0.26952630281448403, 0.004045, 0.004045
DataValue, 0.0040550000000000004, -1.223140089E-06, 0.328927755355835, 0.0040550000000000004, 0.0040550000000000004
DataValue, 0.004065, -1.2524601520000002E-06, 0.388589709997177, 0.004065, 0.004065
DataValue, 0.0040750000000000005, -1.287899295E-06, 0.44874027371406605, 0.0040750000000000005, 0.0040750000000000005
DataValue, 0.004085, -1.3247973810000001E-06, 0.508521556854248, 0.004085, 0.004085
DataValue, 0.0040950000000000005, -1.4072476230000001E-06, 0.56859886646270708, 0.0040950000000000005, 0.0040950000000000005
DataValue, 0.004105, -1.5516852730000002E-06, 0.629272162914276, 0.004105, 0.004105
DataValue, 0.0041150000000000006, -1.7185358270000002E-06, 0.688886225223541, 0.0041150000000000006, 0.0041150000000000006
DataValue, 0.004125, -1.9146461910000002E-06, 0.74848026037216209, 0.004125, 0.004125
DataValue, 0.0041350000000000007, -2.174990186E-06, 0.80868357419967607, 0.0041350000000000007, 0.0041350000000000007
DataValue, 0.004145, -2.4515416040000003E-06, 0.868732035160065, 0.004145, 0.004145
DataValue, 0.004155, -2.776095243E-06, 0.928355276584625, 0.004155, 0.004155
DataValue, 0.004165, -3.1110903360000003E-06, 0.98826187849044811, 0.004165, 0.004165
DataValue, 0.004175, -3.4986992430000004E-06, 1.0486736297607422, 0.004175, 0.004175
DataValue, 0.004185, -3.894040674E-06, 1.1085160970687871, 0.004185, 0.004185
DataValue, 0.004195, -4.234373137E-06, 1.1680837869644172, 0.004195, 0.004195
DataValue, 0.004205, -4.4901839830000007E-06, 1.2285690307617192, 0.004205, 0.004205
DataValue, 0.004215, -4.5988640520000006E-06, 1.288857221603394, 0.004215, 0.004215
